normalized_name,count,artifact_class,paths,recommendation
outputs/direct_reserve_candidate_scorer_train_<timestamp>/model_manifest.json,5,provenance_only,outputs/direct_reserve_candidate_scorer_train_20260426T150000Z/model_manifest.json;outputs/direct_reserve_candidate_scorer_train_20260426T153000Z/model_manifest.json;outputs/direct_reserve_candidate_scorer_train_20260426T153500Z/model_manifest.json;outputs/direct_reserve_candidate_scorer_train_20260426T_FRESH_GSM8K_SCORER_VALIDATION/model_manifest.json;outputs/direct_reserve_candidate_scorer_train_20260426T_FRESH_GSM8K_SCORER_VALIDATION_COMBINED/model_manifest.json,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/direct_reserve_candidate_scorer_train_<timestamp>/predictions.csv,5,provenance_only,outputs/direct_reserve_candidate_scorer_train_20260426T150000Z/predictions.csv;outputs/direct_reserve_candidate_scorer_train_20260426T153000Z/predictions.csv;outputs/direct_reserve_candidate_scorer_train_20260426T153500Z/predictions.csv;outputs/direct_reserve_candidate_scorer_train_20260426T_FRESH_GSM8K_SCORER_VALIDATION/predictions.csv;outputs/direct_reserve_candidate_scorer_train_20260426T_FRESH_GSM8K_SCORER_VALIDATION_COMBINED/predictions.csv,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/direct_reserve_candidate_scorer_train_<timestamp>/selected_model.joblib,5,provenance_only,outputs/direct_reserve_candidate_scorer_train_20260426T150000Z/selected_model.joblib;outputs/direct_reserve_candidate_scorer_train_20260426T153000Z/selected_model.joblib;outputs/direct_reserve_candidate_scorer_train_20260426T153500Z/selected_model.joblib;outputs/direct_reserve_candidate_scorer_train_20260426T_FRESH_GSM8K_SCORER_VALIDATION/selected_model.joblib;outputs/direct_reserve_candidate_scorer_train_20260426T_FRESH_GSM8K_SCORER_VALIDATION_COMBINED/selected_model.joblib,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/direct_reserve_candidate_scorer_train_<timestamp>/split_assignments.csv,5,provenance_only,outputs/direct_reserve_candidate_scorer_train_20260426T150000Z/split_assignments.csv;outputs/direct_reserve_candidate_scorer_train_20260426T153000Z/split_assignments.csv;outputs/direct_reserve_candidate_scorer_train_20260426T153500Z/split_assignments.csv;outputs/direct_reserve_candidate_scorer_train_20260426T_FRESH_GSM8K_SCORER_VALIDATION/split_assignments.csv;outputs/direct_reserve_candidate_scorer_train_20260426T_FRESH_GSM8K_SCORER_VALIDATION_COMBINED/split_assignments.csv,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/direct_reserve_candidate_scorer_train_<timestamp>/split_metrics.csv,5,provenance_only,outputs/direct_reserve_candidate_scorer_train_20260426T150000Z/split_metrics.csv;outputs/direct_reserve_candidate_scorer_train_20260426T153000Z/split_metrics.csv;outputs/direct_reserve_candidate_scorer_train_20260426T153500Z/split_metrics.csv;outputs/direct_reserve_candidate_scorer_train_20260426T_FRESH_GSM8K_SCORER_VALIDATION/split_metrics.csv;outputs/direct_reserve_candidate_scorer_train_20260426T_FRESH_GSM8K_SCORER_VALIDATION_COMBINED/split_metrics.csv,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/direct_reserve_candidate_scorer_validation_audit_<timestamp>/README.md,3,provenance_only,outputs/direct_reserve_candidate_scorer_validation_audit_20260426T151500Z/README.md;outputs/direct_reserve_candidate_scorer_validation_audit_20260426T153600Z/README.md;outputs/direct_reserve_candidate_scorer_validation_audit_20260426T_FRESH_GSM8K_SCORER_VALIDATION/README.md,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/direct_reserve_candidate_scorer_validation_audit_<timestamp>/first_slice_audit.csv,3,provenance_only,outputs/direct_reserve_candidate_scorer_validation_audit_20260426T151500Z/first_slice_audit.csv;outputs/direct_reserve_candidate_scorer_validation_audit_20260426T153600Z/first_slice_audit.csv;outputs/direct_reserve_candidate_scorer_validation_audit_20260426T_FRESH_GSM8K_SCORER_VALIDATION/first_slice_audit.csv,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/direct_reserve_learned_scorer_inventory_<timestamp>/README.md,3,provenance_only,outputs/direct_reserve_learned_scorer_inventory_20260426T000000Z/README.md;outputs/direct_reserve_learned_scorer_inventory_20260426T153000Z/README.md;outputs/direct_reserve_learned_scorer_inventory_20260426T_FRESH_GSM8K_SCORER_VALIDATION/README.md,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/direct_reserve_learned_scorer_inventory_<timestamp>/artifact_inventory.csv,3,provenance_only,outputs/direct_reserve_learned_scorer_inventory_20260426T000000Z/artifact_inventory.csv;outputs/direct_reserve_learned_scorer_inventory_20260426T153000Z/artifact_inventory.csv;outputs/direct_reserve_learned_scorer_inventory_20260426T_FRESH_GSM8K_SCORER_VALIDATION/artifact_inventory.csv,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/external_adjacent_baseline_bundle/<timestamp>/README.md,4,provenance_only,outputs/external_adjacent_baseline_bundle/20260422T011400Z/README.md;outputs/external_adjacent_baseline_bundle/20260422T022208Z/README.md;outputs/external_adjacent_baseline_bundle/20260422T182000Z/README.md;outputs/external_adjacent_baseline_bundle/20260422T201000Z/README.md,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/external_adjacent_baseline_bundle/<timestamp>/manuscript_table.csv,4,provenance_only,outputs/external_adjacent_baseline_bundle/20260422T011400Z/manuscript_table.csv;outputs/external_adjacent_baseline_bundle/20260422T022208Z/manuscript_table.csv;outputs/external_adjacent_baseline_bundle/20260422T182000Z/manuscript_table.csv;outputs/external_adjacent_baseline_bundle/20260422T201000Z/manuscript_table.csv,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/external_adjacent_baseline_bundle/<timestamp>/summary.csv,4,provenance_only,outputs/external_adjacent_baseline_bundle/20260422T011400Z/summary.csv;outputs/external_adjacent_baseline_bundle/20260422T022208Z/summary.csv;outputs/external_adjacent_baseline_bundle/20260422T182000Z/summary.csv;outputs/external_adjacent_baseline_bundle/20260422T201000Z/summary.csv,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/external_adjacent_baseline_bundle/<timestamp>/summary.json,4,provenance_only,outputs/external_adjacent_baseline_bundle/20260422T011400Z/summary.json;outputs/external_adjacent_baseline_bundle/20260422T022208Z/summary.json;outputs/external_adjacent_baseline_bundle/20260422T182000Z/summary.json;outputs/external_adjacent_baseline_bundle/20260422T201000Z/summary.json,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/external_adjacent_baseline_bundle/<timestamp>/summary.md,4,provenance_only,outputs/external_adjacent_baseline_bundle/20260422T011400Z/summary.md;outputs/external_adjacent_baseline_bundle/20260422T022208Z/summary.md;outputs/external_adjacent_baseline_bundle/20260422T182000Z/summary.md;outputs/external_adjacent_baseline_bundle/20260422T201000Z/summary.md,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/hundred_hard_early_coverage_depth2_vs_depth3_eval_<timestamp>/aggregate_summary.json,2,provenance_only,outputs/hundred_hard_early_coverage_depth2_vs_depth3_eval_20260421T010733Z/aggregate_summary.json;outputs/hundred_hard_early_coverage_depth2_vs_depth3_eval_20260421T020917Z/aggregate_summary.json,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/hundred_hard_early_coverage_depth2_vs_depth3_eval_<timestamp>/comparison_table.csv,2,provenance_only,outputs/hundred_hard_early_coverage_depth2_vs_depth3_eval_20260421T010733Z/comparison_table.csv;outputs/hundred_hard_early_coverage_depth2_vs_depth3_eval_20260421T020917Z/comparison_table.csv,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/hundred_hard_early_coverage_depth2_vs_depth3_eval_<timestamp>/eval_manifest.json,2,provenance_only,outputs/hundred_hard_early_coverage_depth2_vs_depth3_eval_20260421T010733Z/eval_manifest.json;outputs/hundred_hard_early_coverage_depth2_vs_depth3_eval_20260421T020917Z/eval_manifest.json,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/hundred_hard_early_coverage_depth2_vs_depth3_eval_<timestamp>/per_case_comparison.json,2,provenance_only,outputs/hundred_hard_early_coverage_depth2_vs_depth3_eval_20260421T010733Z/per_case_comparison.json;outputs/hundred_hard_early_coverage_depth2_vs_depth3_eval_20260421T020917Z/per_case_comparison.json,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/matched_surface_multiseed_main_comparison_<timestamp>/aggregate_summary.json,3,provenance_only,outputs/matched_surface_multiseed_main_comparison_20260423T002000Z/aggregate_summary.json;outputs/matched_surface_multiseed_main_comparison_20260423T203259Z/aggregate_summary.json;outputs/matched_surface_multiseed_main_comparison_20260423T235900Z/aggregate_summary.json,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/matched_surface_multiseed_main_comparison_<timestamp>/config_snapshot.json,3,provenance_only,outputs/matched_surface_multiseed_main_comparison_20260423T002000Z/config_snapshot.json;outputs/matched_surface_multiseed_main_comparison_20260423T203259Z/config_snapshot.json;outputs/matched_surface_multiseed_main_comparison_20260423T235900Z/config_snapshot.json,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/matched_surface_multiseed_main_comparison_<timestamp>/manifest.json,3,provenance_only,outputs/matched_surface_multiseed_main_comparison_20260423T002000Z/manifest.json;outputs/matched_surface_multiseed_main_comparison_20260423T203259Z/manifest.json;outputs/matched_surface_multiseed_main_comparison_20260423T235900Z/manifest.json,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/matched_surface_multiseed_main_comparison_<timestamp>/notes.txt,3,provenance_only,outputs/matched_surface_multiseed_main_comparison_20260423T002000Z/notes.txt;outputs/matched_surface_multiseed_main_comparison_20260423T203259Z/notes.txt;outputs/matched_surface_multiseed_main_comparison_20260423T235900Z/notes.txt,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/matched_surface_multiseed_main_comparison_<timestamp>/pairwise_significance.csv,3,provenance_only,outputs/matched_surface_multiseed_main_comparison_20260423T002000Z/pairwise_significance.csv;outputs/matched_surface_multiseed_main_comparison_20260423T203259Z/pairwise_significance.csv;outputs/matched_surface_multiseed_main_comparison_20260423T235900Z/pairwise_significance.csv,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/matched_surface_multiseed_main_comparison_<timestamp>/paper_ready_failure_table.csv,3,provenance_only,outputs/matched_surface_multiseed_main_comparison_20260423T002000Z/paper_ready_failure_table.csv;outputs/matched_surface_multiseed_main_comparison_20260423T203259Z/paper_ready_failure_table.csv;outputs/matched_surface_multiseed_main_comparison_20260423T235900Z/paper_ready_failure_table.csv,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/matched_surface_multiseed_main_comparison_<timestamp>/paper_ready_failure_table.tex,3,provenance_only,outputs/matched_surface_multiseed_main_comparison_20260423T002000Z/paper_ready_failure_table.tex;outputs/matched_surface_multiseed_main_comparison_20260423T203259Z/paper_ready_failure_table.tex;outputs/matched_surface_multiseed_main_comparison_20260423T235900Z/paper_ready_failure_table.tex,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/matched_surface_multiseed_main_comparison_<timestamp>/paper_ready_main_table.csv,3,provenance_only,outputs/matched_surface_multiseed_main_comparison_20260423T002000Z/paper_ready_main_table.csv;outputs/matched_surface_multiseed_main_comparison_20260423T203259Z/paper_ready_main_table.csv;outputs/matched_surface_multiseed_main_comparison_20260423T235900Z/paper_ready_main_table.csv,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/matched_surface_multiseed_main_comparison_<timestamp>/paper_ready_main_table.tex,3,provenance_only,outputs/matched_surface_multiseed_main_comparison_20260423T002000Z/paper_ready_main_table.tex;outputs/matched_surface_multiseed_main_comparison_20260423T203259Z/paper_ready_main_table.tex;outputs/matched_surface_multiseed_main_comparison_20260423T235900Z/paper_ready_main_table.tex,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/matched_surface_multiseed_main_comparison_<timestamp>/paper_ready_oracle_gap_table.csv,3,provenance_only,outputs/matched_surface_multiseed_main_comparison_20260423T002000Z/paper_ready_oracle_gap_table.csv;outputs/matched_surface_multiseed_main_comparison_20260423T203259Z/paper_ready_oracle_gap_table.csv;outputs/matched_surface_multiseed_main_comparison_20260423T235900Z/paper_ready_oracle_gap_table.csv,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/matched_surface_multiseed_main_comparison_<timestamp>/per_method_summary.csv,3,provenance_only,outputs/matched_surface_multiseed_main_comparison_20260423T002000Z/per_method_summary.csv;outputs/matched_surface_multiseed_main_comparison_20260423T203259Z/per_method_summary.csv;outputs/matched_surface_multiseed_main_comparison_20260423T235900Z/per_method_summary.csv,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/matched_surface_multiseed_main_comparison_<timestamp>/per_seed_results.csv,3,provenance_only,outputs/matched_surface_multiseed_main_comparison_20260423T002000Z/per_seed_results.csv;outputs/matched_surface_multiseed_main_comparison_20260423T203259Z/per_seed_results.csv;outputs/matched_surface_multiseed_main_comparison_20260423T235900Z/per_seed_results.csv,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/matched_surface_multiseed_main_comparison_<timestamp>/raw_case_results.csv,3,provenance_only,outputs/matched_surface_multiseed_main_comparison_20260423T002000Z/raw_case_results.csv;outputs/matched_surface_multiseed_main_comparison_20260423T203259Z/raw_case_results.csv;outputs/matched_surface_multiseed_main_comparison_20260423T235900Z/raw_case_results.csv,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/pilot/<timestamp>/adaptive_expand_verify_prune.jsonl,4,provenance_only,outputs/pilot/20260412T222522Z/adaptive_expand_verify_prune.jsonl;outputs/pilot/20260412T223714Z/adaptive_expand_verify_prune.jsonl;outputs/pilot/20260412T224353Z/adaptive_expand_verify_prune.jsonl;outputs/pilot/20260412T231805Z/adaptive_expand_verify_prune.jsonl,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/pilot/<timestamp>/best_of_n.jsonl,4,provenance_only,outputs/pilot/20260412T222522Z/best_of_n.jsonl;outputs/pilot/20260412T223714Z/best_of_n.jsonl;outputs/pilot/20260412T224353Z/best_of_n.jsonl;outputs/pilot/20260412T231805Z/best_of_n.jsonl,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/pilot/<timestamp>/fixed_width_beam.jsonl,4,provenance_only,outputs/pilot/20260412T222522Z/fixed_width_beam.jsonl;outputs/pilot/20260412T223714Z/fixed_width_beam.jsonl;outputs/pilot/20260412T224353Z/fixed_width_beam.jsonl;outputs/pilot/20260412T231805Z/fixed_width_beam.jsonl,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/pilot/<timestamp>/greedy_single_path.jsonl,4,provenance_only,outputs/pilot/20260412T222522Z/greedy_single_path.jsonl;outputs/pilot/20260412T223714Z/greedy_single_path.jsonl;outputs/pilot/20260412T224353Z/greedy_single_path.jsonl;outputs/pilot/20260412T231805Z/greedy_single_path.jsonl,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/pilot/<timestamp>/manifest.json,4,provenance_only,outputs/pilot/20260412T222522Z/manifest.json;outputs/pilot/20260412T223714Z/manifest.json;outputs/pilot/20260412T224353Z/manifest.json;outputs/pilot/20260412T231805Z/manifest.json,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/pilot/<timestamp>/summary.json,4,provenance_only,outputs/pilot/20260412T222522Z/summary.json;outputs/pilot/20260412T223714Z/summary.json;outputs/pilot/20260412T224353Z/summary.json;outputs/pilot/20260412T231805Z/summary.json,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/pilot/<timestamp>/adaptive_diagnostics.jsonl,3,provenance_only,outputs/pilot/20260412T223714Z/adaptive_diagnostics.jsonl;outputs/pilot/20260412T224353Z/adaptive_diagnostics.jsonl;outputs/pilot/20260412T231805Z/adaptive_diagnostics.jsonl,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/real_model_ours_vs_external_validation_<timestamp>/api_key_readiness.json,6,provenance_only,outputs/real_model_ours_vs_external_validation_20260424T002900Z/api_key_readiness.json;outputs/real_model_ours_vs_external_validation_20260424T_COHERE_REAL_MAIN/api_key_readiness.json;outputs/real_model_ours_vs_external_validation_20260424T_OPENAI_REAL_MAIN/api_key_readiness.json;outputs/real_model_ours_vs_external_validation_20260424T_OPENAI_REAL_MAIN_DRYCHECK/api_key_readiness.json;outputs/real_model_ours_vs_external_validation_20260424T_OPENAI_REAL_SMOKE/api_key_readiness.json;outputs/real_model_ours_vs_external_validation_20260425T_WULVER_COHERE_LONG/api_key_readiness.json,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/real_model_ours_vs_external_validation_<timestamp>/claim_safety_matrix.csv,6,provenance_only,outputs/real_model_ours_vs_external_validation_20260424T002900Z/claim_safety_matrix.csv;outputs/real_model_ours_vs_external_validation_20260424T_COHERE_REAL_MAIN/claim_safety_matrix.csv;outputs/real_model_ours_vs_external_validation_20260424T_OPENAI_REAL_MAIN/claim_safety_matrix.csv;outputs/real_model_ours_vs_external_validation_20260424T_OPENAI_REAL_MAIN_DRYCHECK/claim_safety_matrix.csv;outputs/real_model_ours_vs_external_validation_20260424T_OPENAI_REAL_SMOKE/claim_safety_matrix.csv;outputs/real_model_ours_vs_external_validation_20260425T_WULVER_COHERE_LONG/claim_safety_matrix.csv,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/real_model_ours_vs_external_validation_<timestamp>/cohere/aggregate_summary.csv,3,provenance_only,outputs/real_model_ours_vs_external_validation_20260424T002900Z/cohere/aggregate_summary.csv;outputs/real_model_ours_vs_external_validation_20260424T_COHERE_REAL_MAIN/cohere/aggregate_summary.csv;outputs/real_model_ours_vs_external_validation_20260425T_WULVER_COHERE_LONG/cohere/aggregate_summary.csv,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/real_model_ours_vs_external_validation_<timestamp>/cohere/failure_decomposition.csv,3,provenance_only,outputs/real_model_ours_vs_external_validation_20260424T002900Z/cohere/failure_decomposition.csv;outputs/real_model_ours_vs_external_validation_20260424T_COHERE_REAL_MAIN/cohere/failure_decomposition.csv;outputs/real_model_ours_vs_external_validation_20260425T_WULVER_COHERE_LONG/cohere/failure_decomposition.csv,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/real_model_ours_vs_external_validation_<timestamp>/cohere/per_budget_summary.csv,3,provenance_only,outputs/real_model_ours_vs_external_validation_20260424T002900Z/cohere/per_budget_summary.csv;outputs/real_model_ours_vs_external_validation_20260424T_COHERE_REAL_MAIN/cohere/per_budget_summary.csv;outputs/real_model_ours_vs_external_validation_20260425T_WULVER_COHERE_LONG/cohere/per_budget_summary.csv,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/real_model_ours_vs_external_validation_<timestamp>/cohere/per_dataset_summary.csv,3,provenance_only,outputs/real_model_ours_vs_external_validation_20260424T002900Z/cohere/per_dataset_summary.csv;outputs/real_model_ours_vs_external_validation_20260424T_COHERE_REAL_MAIN/cohere/per_dataset_summary.csv;outputs/real_model_ours_vs_external_validation_20260425T_WULVER_COHERE_LONG/cohere/per_dataset_summary.csv,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/real_model_ours_vs_external_validation_<timestamp>/cohere/per_example_rows.csv,3,provenance_only,outputs/real_model_ours_vs_external_validation_20260424T002900Z/cohere/per_example_rows.csv;outputs/real_model_ours_vs_external_validation_20260424T_COHERE_REAL_MAIN/cohere/per_example_rows.csv;outputs/real_model_ours_vs_external_validation_20260425T_WULVER_COHERE_LONG/cohere/per_example_rows.csv,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/real_model_ours_vs_external_validation_<timestamp>/cohere/retry_error_log.csv,3,provenance_only,outputs/real_model_ours_vs_external_validation_20260424T002900Z/cohere/retry_error_log.csv;outputs/real_model_ours_vs_external_validation_20260424T_COHERE_REAL_MAIN/cohere/retry_error_log.csv;outputs/real_model_ours_vs_external_validation_20260425T_WULVER_COHERE_LONG/cohere/retry_error_log.csv,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/real_model_ours_vs_external_validation_<timestamp>/cohere/seed_summary.csv,3,provenance_only,outputs/real_model_ours_vs_external_validation_20260424T002900Z/cohere/seed_summary.csv;outputs/real_model_ours_vs_external_validation_20260424T_COHERE_REAL_MAIN/cohere/seed_summary.csv;outputs/real_model_ours_vs_external_validation_20260425T_WULVER_COHERE_LONG/cohere/seed_summary.csv,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/real_model_ours_vs_external_validation_<timestamp>/combined_budget_curve.csv,6,provenance_only,outputs/real_model_ours_vs_external_validation_20260424T002900Z/combined_budget_curve.csv;outputs/real_model_ours_vs_external_validation_20260424T_COHERE_REAL_MAIN/combined_budget_curve.csv;outputs/real_model_ours_vs_external_validation_20260424T_OPENAI_REAL_MAIN/combined_budget_curve.csv;outputs/real_model_ours_vs_external_validation_20260424T_OPENAI_REAL_MAIN_DRYCHECK/combined_budget_curve.csv;outputs/real_model_ours_vs_external_validation_20260424T_OPENAI_REAL_SMOKE/combined_budget_curve.csv;outputs/real_model_ours_vs_external_validation_20260425T_WULVER_COHERE_LONG/combined_budget_curve.csv,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/real_model_ours_vs_external_validation_<timestamp>/combined_dataset_summary.csv,6,provenance_only,outputs/real_model_ours_vs_external_validation_20260424T002900Z/combined_dataset_summary.csv;outputs/real_model_ours_vs_external_validation_20260424T_COHERE_REAL_MAIN/combined_dataset_summary.csv;outputs/real_model_ours_vs_external_validation_20260424T_OPENAI_REAL_MAIN/combined_dataset_summary.csv;outputs/real_model_ours_vs_external_validation_20260424T_OPENAI_REAL_MAIN_DRYCHECK/combined_dataset_summary.csv;outputs/real_model_ours_vs_external_validation_20260424T_OPENAI_REAL_SMOKE/combined_dataset_summary.csv;outputs/real_model_ours_vs_external_validation_20260425T_WULVER_COHERE_LONG/combined_dataset_summary.csv,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/real_model_ours_vs_external_validation_<timestamp>/combined_failure_decomposition.csv,6,provenance_only,outputs/real_model_ours_vs_external_validation_20260424T002900Z/combined_failure_decomposition.csv;outputs/real_model_ours_vs_external_validation_20260424T_COHERE_REAL_MAIN/combined_failure_decomposition.csv;outputs/real_model_ours_vs_external_validation_20260424T_OPENAI_REAL_MAIN/combined_failure_decomposition.csv;outputs/real_model_ours_vs_external_validation_20260424T_OPENAI_REAL_MAIN_DRYCHECK/combined_failure_decomposition.csv;outputs/real_model_ours_vs_external_validation_20260424T_OPENAI_REAL_SMOKE/combined_failure_decomposition.csv;outputs/real_model_ours_vs_external_validation_20260425T_WULVER_COHERE_LONG/combined_failure_decomposition.csv,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/real_model_ours_vs_external_validation_<timestamp>/combined_ours_vs_external_summary.csv,6,provenance_only,outputs/real_model_ours_vs_external_validation_20260424T002900Z/combined_ours_vs_external_summary.csv;outputs/real_model_ours_vs_external_validation_20260424T_COHERE_REAL_MAIN/combined_ours_vs_external_summary.csv;outputs/real_model_ours_vs_external_validation_20260424T_OPENAI_REAL_MAIN/combined_ours_vs_external_summary.csv;outputs/real_model_ours_vs_external_validation_20260424T_OPENAI_REAL_MAIN_DRYCHECK/combined_ours_vs_external_summary.csv;outputs/real_model_ours_vs_external_validation_20260424T_OPENAI_REAL_SMOKE/combined_ours_vs_external_summary.csv;outputs/real_model_ours_vs_external_validation_20260425T_WULVER_COHERE_LONG/combined_ours_vs_external_summary.csv,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/real_model_ours_vs_external_validation_<timestamp>/combined_provider_summary.csv,6,provenance_only,outputs/real_model_ours_vs_external_validation_20260424T002900Z/combined_provider_summary.csv;outputs/real_model_ours_vs_external_validation_20260424T_COHERE_REAL_MAIN/combined_provider_summary.csv;outputs/real_model_ours_vs_external_validation_20260424T_OPENAI_REAL_MAIN/combined_provider_summary.csv;outputs/real_model_ours_vs_external_validation_20260424T_OPENAI_REAL_MAIN_DRYCHECK/combined_provider_summary.csv;outputs/real_model_ours_vs_external_validation_20260424T_OPENAI_REAL_SMOKE/combined_provider_summary.csv;outputs/real_model_ours_vs_external_validation_20260425T_WULVER_COHERE_LONG/combined_provider_summary.csv,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/real_model_ours_vs_external_validation_<timestamp>/commands.sh,6,provenance_only,outputs/real_model_ours_vs_external_validation_20260424T002900Z/commands.sh;outputs/real_model_ours_vs_external_validation_20260424T_COHERE_REAL_MAIN/commands.sh;outputs/real_model_ours_vs_external_validation_20260424T_OPENAI_REAL_MAIN/commands.sh;outputs/real_model_ours_vs_external_validation_20260424T_OPENAI_REAL_MAIN_DRYCHECK/commands.sh;outputs/real_model_ours_vs_external_validation_20260424T_OPENAI_REAL_SMOKE/commands.sh;outputs/real_model_ours_vs_external_validation_20260425T_WULVER_COHERE_LONG/commands.sh,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/real_model_ours_vs_external_validation_<timestamp>/manifest.json,6,provenance_only,outputs/real_model_ours_vs_external_validation_20260424T002900Z/manifest.json;outputs/real_model_ours_vs_external_validation_20260424T_COHERE_REAL_MAIN/manifest.json;outputs/real_model_ours_vs_external_validation_20260424T_OPENAI_REAL_MAIN/manifest.json;outputs/real_model_ours_vs_external_validation_20260424T_OPENAI_REAL_MAIN_DRYCHECK/manifest.json;outputs/real_model_ours_vs_external_validation_20260424T_OPENAI_REAL_SMOKE/manifest.json;outputs/real_model_ours_vs_external_validation_20260425T_WULVER_COHERE_LONG/manifest.json,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/real_model_ours_vs_external_validation_<timestamp>/openai/aggregate_summary.csv,4,provenance_only,outputs/real_model_ours_vs_external_validation_20260424T002900Z/openai/aggregate_summary.csv;outputs/real_model_ours_vs_external_validation_20260424T_OPENAI_REAL_MAIN/openai/aggregate_summary.csv;outputs/real_model_ours_vs_external_validation_20260424T_OPENAI_REAL_MAIN_DRYCHECK/openai/aggregate_summary.csv;outputs/real_model_ours_vs_external_validation_20260424T_OPENAI_REAL_SMOKE/openai/aggregate_summary.csv,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/real_model_ours_vs_external_validation_<timestamp>/openai/failure_decomposition.csv,4,provenance_only,outputs/real_model_ours_vs_external_validation_20260424T002900Z/openai/failure_decomposition.csv;outputs/real_model_ours_vs_external_validation_20260424T_OPENAI_REAL_MAIN/openai/failure_decomposition.csv;outputs/real_model_ours_vs_external_validation_20260424T_OPENAI_REAL_MAIN_DRYCHECK/openai/failure_decomposition.csv;outputs/real_model_ours_vs_external_validation_20260424T_OPENAI_REAL_SMOKE/openai/failure_decomposition.csv,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/real_model_ours_vs_external_validation_<timestamp>/openai/per_budget_summary.csv,4,provenance_only,outputs/real_model_ours_vs_external_validation_20260424T002900Z/openai/per_budget_summary.csv;outputs/real_model_ours_vs_external_validation_20260424T_OPENAI_REAL_MAIN/openai/per_budget_summary.csv;outputs/real_model_ours_vs_external_validation_20260424T_OPENAI_REAL_MAIN_DRYCHECK/openai/per_budget_summary.csv;outputs/real_model_ours_vs_external_validation_20260424T_OPENAI_REAL_SMOKE/openai/per_budget_summary.csv,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
