dataset,seed,budget,example_id,method,runtime_method,is_correct,failure_type,absent_from_tree,present_not_selected,output_layer_mismatch,actions_used,expansions,verifications,budget_exhausted,exhaustive_probe_budget_truncated,exhaustive_probe_planned_shallow_nodes_unexpanded,hard_early_root_coverage_forced_min_depth,hard_early_coverage_transition_actions_used,gold_group_first_present_step,gold_group_ever_present,gold_group_present_final,first_correct_appearance_after_forced_depth2,first_correct_appearance_after_forced_depth3,strict_f3_failure_type_baseline
openai/gsm8k,11,8,openai_gsm8k_6,strict_f3_exhaustive_depth2_probe,strict_f3_exhaustive_depth2_probe,0,absent_from_tree,1,0,0,8,8,0,0,0,0,2,8,,0,0,0,0,absent_from_tree
openai/gsm8k,11,8,openai_gsm8k_6,strict_f3_exhaustive_depth3_probe,strict_f3_exhaustive_depth3_probe,0,output_layer_mismatch,0,0,1,6,6,0,0,1,0,3,,2,1,1,0,0,absent_from_tree
openai/gsm8k,11,8,openai_gsm8k_61,strict_f3,broad_diversity_aggregation_strong_v1_anti_collapse_answer_group_refinement_repeat_expansion_fine_incumbent_guard_tuned_v1_hard_early_root_depth3_coverage_forced_v1,0,absent_from_tree,1,0,0,2,2,0,0,0,0,3,2,,0,0,0,0,absent_from_tree
openai/gsm8k,11,8,openai_gsm8k_61,strict_f3_exhaustive_depth2_probe,strict_f3_exhaustive_depth2_probe,0,output_layer_mismatch,0,0,1,8,6,2,0,1,0,2,4,4,1,1,0,0,absent_from_tree
openai/gsm8k,11,8,openai_gsm8k_61,strict_f3_exhaustive_depth3_probe,strict_f3_exhaustive_depth3_probe,0,output_layer_mismatch,0,0,1,8,7,1,0,1,0,3,,4,1,1,0,0,absent_from_tree
openai/gsm8k,11,8,openai_gsm8k_65,strict_f3,broad_diversity_aggregation_strong_v1_anti_collapse_answer_group_refinement_repeat_expansion_fine_incumbent_guard_tuned_v1_hard_early_root_depth3_coverage_forced_v1,0,absent_from_tree,1,0,0,8,6,2,0,1,0,3,,,0,0,0,0,absent_from_tree
openai/gsm8k,11,8,openai_gsm8k_65,strict_f3_exhaustive_depth2_probe,strict_f3_exhaustive_depth2_probe,0,output_layer_mismatch,0,0,1,8,6,2,0,1,0,2,,2,1,1,0,0,absent_from_tree
openai/gsm8k,11,8,openai_gsm8k_65,strict_f3_exhaustive_depth3_probe,strict_f3_exhaustive_depth3_probe,0,output_layer_mismatch,0,0,1,2,2,0,0,0,0,3,2,1,1,1,0,0,absent_from_tree
openai/gsm8k,11,8,openai_gsm8k_66,strict_f3,broad_diversity_aggregation_strong_v1_anti_collapse_answer_group_refinement_repeat_expansion_fine_incumbent_guard_tuned_v1_hard_early_root_depth3_coverage_forced_v1,0,absent_from_tree,1,0,0,8,8,0,0,1,0,3,,,0,0,0,0,present_not_selected
openai/gsm8k,11,8,openai_gsm8k_66,strict_f3_exhaustive_depth2_probe,strict_f3_exhaustive_depth2_probe,0,output_layer_mismatch,0,0,1,8,7,1,0,1,0,2,4,4,1,1,0,0,present_not_selected
openai/gsm8k,11,8,openai_gsm8k_66,strict_f3_exhaustive_depth3_probe,strict_f3_exhaustive_depth3_probe,0,output_layer_mismatch,0,0,1,6,6,0,0,1,0,3,,5,1,1,0,0,present_not_selected
openai/gsm8k,11,8,openai_gsm8k_69,strict_f3,broad_diversity_aggregation_strong_v1_anti_collapse_answer_group_refinement_repeat_expansion_fine_incumbent_guard_tuned_v1_hard_early_root_depth3_coverage_forced_v1,0,output_layer_mismatch,0,0,1,2,2,0,0,0,0,3,2,2,1,1,0,0,absent_from_tree
openai/gsm8k,11,8,openai_gsm8k_69,strict_f3_exhaustive_depth2_probe,strict_f3_exhaustive_depth2_probe,0,output_layer_mismatch,0,0,1,2,2,0,0,0,0,2,2,1,1,1,0,0,absent_from_tree
openai/gsm8k,11,8,openai_gsm8k_69,strict_f3_exhaustive_depth3_probe,strict_f3_exhaustive_depth3_probe,0,output_layer_mismatch,0,0,1,8,8,0,0,1,0,3,,6,1,1,0,0,absent_from_tree
openai/gsm8k,11,8,openai_gsm8k_76,strict_f3,broad_diversity_aggregation_strong_v1_anti_collapse_answer_group_refinement_repeat_expansion_fine_incumbent_guard_tuned_v1_hard_early_root_depth3_coverage_forced_v1,0,output_layer_mismatch,0,0,1,8,6,2,0,0,0,3,7,1,1,1,0,0,absent_from_tree
openai/gsm8k,11,8,openai_gsm8k_76,strict_f3_exhaustive_depth2_probe,strict_f3_exhaustive_depth2_probe,0,output_layer_mismatch,0,0,1,8,8,0,0,0,0,2,4,8,1,1,1,0,absent_from_tree
openai/gsm8k,11,8,openai_gsm8k_76,strict_f3_exhaustive_depth3_probe,strict_f3_exhaustive_depth3_probe,0,output_layer_mismatch,0,0,1,8,8,0,0,0,1,3,,1,1,1,0,0,absent_from_tree
openai/gsm8k,11,8,openai_gsm8k_78,strict_f3,broad_diversity_aggregation_strong_v1_anti_collapse_answer_group_refinement_repeat_expansion_fine_incumbent_guard_tuned_v1_hard_early_root_depth3_coverage_forced_v1,0,absent_from_tree,1,0,0,8,7,1,0,1,0,3,,,0,0,0,0,absent_from_tree
openai/gsm8k,11,8,openai_gsm8k_78,strict_f3_exhaustive_depth2_probe,strict_f3_exhaustive_depth2_probe,0,absent_from_tree,1,0,0,2,2,0,0,0,0,2,2,,0,0,0,0,absent_from_tree
openai/gsm8k,11,8,openai_gsm8k_78,strict_f3_exhaustive_depth3_probe,strict_f3_exhaustive_depth3_probe,0,output_layer_mismatch,0,0,1,7,7,0,0,1,0,3,,2,1,1,0,0,absent_from_tree
openai/gsm8k,11,8,openai_gsm8k_8,strict_f3,broad_diversity_aggregation_strong_v1_anti_collapse_answer_group_refinement_repeat_expansion_fine_incumbent_guard_tuned_v1_hard_early_root_depth3_coverage_forced_v1,0,output_layer_mismatch,0,0,1,8,8,0,0,1,0,3,,3,1,1,0,0,absent_from_tree
openai/gsm8k,11,8,openai_gsm8k_8,strict_f3_exhaustive_depth2_probe,strict_f3_exhaustive_depth2_probe,0,output_layer_mismatch,0,0,1,4,4,0,0,0,0,2,4,1,1,1,0,0,absent_from_tree
openai/gsm8k,11,8,openai_gsm8k_8,strict_f3_exhaustive_depth3_probe,strict_f3_exhaustive_depth3_probe,0,output_layer_mismatch,0,0,1,8,7,1,0,1,0,3,,4,1,1,0,0,absent_from_tree
openai/gsm8k,11,8,openai_gsm8k_80,strict_f3,broad_diversity_aggregation_strong_v1_anti_collapse_answer_group_refinement_repeat_expansion_fine_incumbent_guard_tuned_v1_hard_early_root_depth3_coverage_forced_v1,0,output_layer_mismatch,0,0,1,8,6,2,0,1,0,3,,2,1,1,0,0,absent_from_tree
openai/gsm8k,11,8,openai_gsm8k_80,strict_f3_exhaustive_depth2_probe,strict_f3_exhaustive_depth2_probe,0,output_layer_mismatch,0,0,1,8,8,0,0,0,0,2,4,6,1,1,1,0,absent_from_tree
openai/gsm8k,11,8,openai_gsm8k_80,strict_f3_exhaustive_depth3_probe,strict_f3_exhaustive_depth3_probe,0,output_layer_mismatch,0,0,1,8,8,0,0,0,1,3,,6,1,1,0,0,absent_from_tree
openai/gsm8k,11,8,openai_gsm8k_83,strict_f3,broad_diversity_aggregation_strong_v1_anti_collapse_answer_group_refinement_repeat_expansion_fine_incumbent_guard_tuned_v1_hard_early_root_depth3_coverage_forced_v1,0,output_layer_mismatch,0,0,1,4,4,0,0,0,0,3,4,1,1,1,0,0,absent_from_tree
openai/gsm8k,11,8,openai_gsm8k_83,strict_f3_exhaustive_depth2_probe,strict_f3_exhaustive_depth2_probe,0,output_layer_mismatch,0,0,1,8,6,2,0,1,0,2,,2,1,1,0,0,absent_from_tree
openai/gsm8k,11,8,openai_gsm8k_83,strict_f3_exhaustive_depth3_probe,strict_f3_exhaustive_depth3_probe,0,output_layer_mismatch,0,0,1,2,2,0,0,0,0,3,2,1,1,1,0,0,absent_from_tree
openai/gsm8k,11,8,openai_gsm8k_87,strict_f3,broad_diversity_aggregation_strong_v1_anti_collapse_answer_group_refinement_repeat_expansion_fine_incumbent_guard_tuned_v1_hard_early_root_depth3_coverage_forced_v1,0,absent_from_tree,1,0,0,8,8,0,0,1,0,3,,,0,0,0,0,absent_from_tree
openai/gsm8k,11,8,openai_gsm8k_87,strict_f3_exhaustive_depth2_probe,strict_f3_exhaustive_depth2_probe,0,output_layer_mismatch,0,0,1,8,8,0,0,0,1,2,,4,1,1,0,0,absent_from_tree
openai/gsm8k,11,8,openai_gsm8k_87,strict_f3_exhaustive_depth3_probe,strict_f3_exhaustive_depth3_probe,0,output_layer_mismatch,0,0,1,8,8,0,0,1,0,3,5,7,1,1,0,1,absent_from_tree
openai/gsm8k,11,8,openai_gsm8k_90,strict_f3,broad_diversity_aggregation_strong_v1_anti_collapse_answer_group_refinement_repeat_expansion_fine_incumbent_guard_tuned_v1_hard_early_root_depth3_coverage_forced_v1,0,output_layer_mismatch,0,0,1,7,7,0,0,0,0,3,7,4,1,1,0,0,absent_from_tree
openai/gsm8k,11,8,openai_gsm8k_90,strict_f3_exhaustive_depth2_probe,strict_f3_exhaustive_depth2_probe,0,output_layer_mismatch,0,0,1,8,8,0,0,0,0,2,3,3,1,1,0,0,absent_from_tree
openai/gsm8k,11,8,openai_gsm8k_90,strict_f3_exhaustive_depth3_probe,strict_f3_exhaustive_depth3_probe,0,absent_from_tree,1,0,0,8,8,0,0,0,1,3,,,0,0,0,0,absent_from_tree
openai/gsm8k,11,8,openai_gsm8k_93,strict_f3,broad_diversity_aggregation_strong_v1_anti_collapse_answer_group_refinement_repeat_expansion_fine_incumbent_guard_tuned_v1_hard_early_root_depth3_coverage_forced_v1,0,output_layer_mismatch,0,0,1,8,7,1,0,0,0,3,7,1,1,1,0,0,present_not_selected
openai/gsm8k,11,8,openai_gsm8k_93,strict_f3_exhaustive_depth2_probe,strict_f3_exhaustive_depth2_probe,0,output_layer_mismatch,0,0,1,4,4,0,0,0,0,2,4,1,1,1,0,0,present_not_selected
openai/gsm8k,11,8,openai_gsm8k_93,strict_f3_exhaustive_depth3_probe,strict_f3_exhaustive_depth3_probe,0,absent_from_tree,1,0,0,8,7,1,0,0,0,3,7,,0,0,0,0,present_not_selected
openai/gsm8k,11,8,openai_gsm8k_98,strict_f3,broad_diversity_aggregation_strong_v1_anti_collapse_answer_group_refinement_repeat_expansion_fine_incumbent_guard_tuned_v1_hard_early_root_depth3_coverage_forced_v1,0,output_layer_mismatch,0,0,1,7,7,0,0,0,0,3,7,1,1,1,0,0,absent_from_tree
openai/gsm8k,11,8,openai_gsm8k_98,strict_f3_exhaustive_depth2_probe,strict_f3_exhaustive_depth2_probe,0,absent_from_tree,1,0,0,8,8,0,0,1,0,2,4,,0,0,0,0,absent_from_tree
openai/gsm8k,11,8,openai_gsm8k_98,strict_f3_exhaustive_depth3_probe,strict_f3_exhaustive_depth3_probe,0,output_layer_mismatch,0,0,1,8,6,2,0,1,0,3,,2,1,1,0,0,absent_from_tree
openai/gsm8k,11,8,openai_gsm8k_99,strict_f3,broad_diversity_aggregation_strong_v1_anti_collapse_answer_group_refinement_repeat_expansion_fine_incumbent_guard_tuned_v1_hard_early_root_depth3_coverage_forced_v1,0,absent_from_tree,1,0,0,2,2,0,0,0,0,3,2,,0,0,0,0,present_not_selected
openai/gsm8k,11,8,openai_gsm8k_99,strict_f3_exhaustive_depth2_probe,strict_f3_exhaustive_depth2_probe,0,output_layer_mismatch,0,0,1,8,8,0,0,0,1,2,,1,1,1,0,0,present_not_selected
openai/gsm8k,11,8,openai_gsm8k_99,strict_f3_exhaustive_depth3_probe,strict_f3_exhaustive_depth3_probe,0,output_layer_mismatch,0,0,1,8,6,2,0,1,0,3,,3,1,1,0,0,present_not_selected
openai/gsm8k,23,4,openai_gsm8k_106,strict_f3,broad_diversity_aggregation_strong_v1_anti_collapse_answer_group_refinement_repeat_expansion_fine_incumbent_guard_tuned_v1_hard_early_root_depth3_coverage_forced_v1,0,output_layer_mismatch,0,0,1,3,3,0,0,1,0,3,,1,1,1,0,0,absent_from_tree
openai/gsm8k,23,4,openai_gsm8k_106,strict_f3_exhaustive_depth2_probe,strict_f3_exhaustive_depth2_probe,0,absent_from_tree,1,0,0,4,4,0,1,1,0,2,,,0,0,0,0,absent_from_tree
openai/gsm8k,23,4,openai_gsm8k_106,strict_f3_exhaustive_depth3_probe,strict_f3_exhaustive_depth3_probe,0,absent_from_tree,1,0,0,4,4,0,0,1,0,3,,,0,0,0,0,absent_from_tree
openai/gsm8k,23,4,openai_gsm8k_107,strict_f3,broad_diversity_aggregation_strong_v1_anti_collapse_answer_group_refinement_repeat_expansion_fine_incumbent_guard_tuned_v1_hard_early_root_depth3_coverage_forced_v1,0,output_layer_mismatch,0,0,1,4,4,0,0,1,0,3,,1,1,1,0,0,absent_from_tree
openai/gsm8k,23,4,openai_gsm8k_107,strict_f3_exhaustive_depth2_probe,strict_f3_exhaustive_depth2_probe,0,absent_from_tree,1,0,0,4,4,0,0,0,1,2,,,0,0,0,0,absent_from_tree
openai/gsm8k,23,4,openai_gsm8k_107,strict_f3_exhaustive_depth3_probe,strict_f3_exhaustive_depth3_probe,0,absent_from_tree,1,0,0,4,4,0,0,1,0,3,,,0,0,0,0,absent_from_tree
openai/gsm8k,23,4,openai_gsm8k_111,strict_f3,broad_diversity_aggregation_strong_v1_anti_collapse_answer_group_refinement_repeat_expansion_fine_incumbent_guard_tuned_v1_hard_early_root_depth3_coverage_forced_v1,0,absent_from_tree,1,0,0,4,4,0,0,1,0,3,,,0,0,0,0,absent_from_tree
openai/gsm8k,23,4,openai_gsm8k_111,strict_f3_exhaustive_depth2_probe,strict_f3_exhaustive_depth2_probe,0,output_layer_mismatch,0,0,1,4,4,0,0,1,0,2,,2,1,1,0,0,absent_from_tree
openai/gsm8k,23,4,openai_gsm8k_111,strict_f3_exhaustive_depth3_probe,strict_f3_exhaustive_depth3_probe,0,output_layer_mismatch,0,0,1,4,4,0,0,1,0,3,,2,1,1,0,0,absent_from_tree
openai/gsm8k,23,4,openai_gsm8k_117,strict_f3,broad_diversity_aggregation_strong_v1_anti_collapse_answer_group_refinement_repeat_expansion_fine_incumbent_guard_tuned_v1_hard_early_root_depth3_coverage_forced_v1,0,output_layer_mismatch,0,0,1,2,2,0,0,1,0,3,,2,1,1,0,0,present_not_selected
openai/gsm8k,23,4,openai_gsm8k_117,strict_f3_exhaustive_depth2_probe,strict_f3_exhaustive_depth2_probe,0,output_layer_mismatch,0,0,1,2,2,0,0,0,0,2,2,2,1,1,0,0,present_not_selected
openai/gsm8k,23,4,openai_gsm8k_117,strict_f3_exhaustive_depth3_probe,strict_f3_exhaustive_depth3_probe,0,output_layer_mismatch,0,0,1,4,4,0,0,1,0,3,,1,1,1,0,0,present_not_selected
openai/gsm8k,23,4,openai_gsm8k_13,strict_f3,broad_diversity_aggregation_strong_v1_anti_collapse_answer_group_refinement_repeat_expansion_fine_incumbent_guard_tuned_v1_hard_early_root_depth3_coverage_forced_v1,0,absent_from_tree,1,0,0,4,4,0,0,1,0,3,,,0,0,0,0,present_not_selected
openai/gsm8k,23,4,openai_gsm8k_13,strict_f3_exhaustive_depth2_probe,strict_f3_exhaustive_depth2_probe,0,output_layer_mismatch,0,0,1,4,4,0,0,0,1,2,,1,1,1,0,0,present_not_selected
openai/gsm8k,23,4,openai_gsm8k_13,strict_f3_exhaustive_depth3_probe,strict_f3_exhaustive_depth3_probe,0,output_layer_mismatch,0,0,1,4,4,0,0,1,0,3,,2,1,1,0,0,present_not_selected
openai/gsm8k,23,4,openai_gsm8k_14,strict_f3,broad_diversity_aggregation_strong_v1_anti_collapse_answer_group_refinement_repeat_expansion_fine_incumbent_guard_tuned_v1_hard_early_root_depth3_coverage_forced_v1,0,output_layer_mismatch,0,0,1,4,4,0,0,1,0,3,,1,1,1,0,0,absent_from_tree
openai/gsm8k,23,4,openai_gsm8k_14,strict_f3_exhaustive_depth2_probe,strict_f3_exhaustive_depth2_probe,0,output_layer_mismatch,0,0,1,4,4,0,0,1,0,2,,2,1,1,0,0,absent_from_tree
openai/gsm8k,23,4,openai_gsm8k_14,strict_f3_exhaustive_depth3_probe,strict_f3_exhaustive_depth3_probe,0,absent_from_tree,1,0,0,4,4,0,1,1,0,3,,,0,0,0,0,absent_from_tree
openai/gsm8k,23,4,openai_gsm8k_27,strict_f3,broad_diversity_aggregation_strong_v1_anti_collapse_answer_group_refinement_repeat_expansion_fine_incumbent_guard_tuned_v1_hard_early_root_depth3_coverage_forced_v1,0,output_layer_mismatch,0,0,1,3,3,0,0,1,0,3,,1,1,1,0,0,present_not_selected
openai/gsm8k,23,4,openai_gsm8k_27,strict_f3_exhaustive_depth2_probe,strict_f3_exhaustive_depth2_probe,0,output_layer_mismatch,0,0,1,2,2,0,0,0,0,2,2,1,1,1,0,0,present_not_selected
openai/gsm8k,23,4,openai_gsm8k_27,strict_f3_exhaustive_depth3_probe,strict_f3_exhaustive_depth3_probe,0,output_layer_mismatch,0,0,1,2,2,0,0,1,0,3,,1,1,1,0,0,present_not_selected
openai/gsm8k,23,4,openai_gsm8k_3,strict_f3,broad_diversity_aggregation_strong_v1_anti_collapse_answer_group_refinement_repeat_expansion_fine_incumbent_guard_tuned_v1_hard_early_root_depth3_coverage_forced_v1,0,output_layer_mismatch,0,0,1,4,4,0,0,1,0,3,,1,1,1,0,0,absent_from_tree
openai/gsm8k,23,4,openai_gsm8k_3,strict_f3_exhaustive_depth2_probe,strict_f3_exhaustive_depth2_probe,0,absent_from_tree,1,0,0,4,4,0,0,1,0,2,,,0,0,0,0,absent_from_tree
openai/gsm8k,23,4,openai_gsm8k_3,strict_f3_exhaustive_depth3_probe,strict_f3_exhaustive_depth3_probe,0,output_layer_mismatch,0,0,1,4,4,0,0,1,0,3,,1,1,1,0,0,absent_from_tree
openai/gsm8k,23,4,openai_gsm8k_30,strict_f3,broad_diversity_aggregation_strong_v1_anti_collapse_answer_group_refinement_repeat_expansion_fine_incumbent_guard_tuned_v1_hard_early_root_depth3_coverage_forced_v1,0,output_layer_mismatch,0,0,1,4,4,0,0,1,0,3,,2,1,1,0,0,absent_from_tree
openai/gsm8k,23,4,openai_gsm8k_30,strict_f3_exhaustive_depth2_probe,strict_f3_exhaustive_depth2_probe,0,output_layer_mismatch,0,0,1,2,2,0,0,0,0,2,2,1,1,1,0,0,absent_from_tree
openai/gsm8k,23,4,openai_gsm8k_30,strict_f3_exhaustive_depth3_probe,strict_f3_exhaustive_depth3_probe,0,absent_from_tree,1,0,0,4,4,0,0,1,0,3,,,0,0,0,0,absent_from_tree
openai/gsm8k,23,4,openai_gsm8k_4,strict_f3,broad_diversity_aggregation_strong_v1_anti_collapse_answer_group_refinement_repeat_expansion_fine_incumbent_guard_tuned_v1_hard_early_root_depth3_coverage_forced_v1,0,output_layer_mismatch,0,0,1,4,4,0,0,1,0,3,,2,1,1,0,0,absent_from_tree
openai/gsm8k,23,4,openai_gsm8k_4,strict_f3_exhaustive_depth2_probe,strict_f3_exhaustive_depth2_probe,0,output_layer_mismatch,0,0,1,4,4,0,0,1,0,2,,2,1,1,0,0,absent_from_tree
openai/gsm8k,23,4,openai_gsm8k_4,strict_f3_exhaustive_depth3_probe,strict_f3_exhaustive_depth3_probe,0,output_layer_mismatch,0,0,1,4,4,0,0,1,0,3,,2,1,1,0,0,absent_from_tree
openai/gsm8k,23,4,openai_gsm8k_42,strict_f3,broad_diversity_aggregation_strong_v1_anti_collapse_answer_group_refinement_repeat_expansion_fine_incumbent_guard_tuned_v1_hard_early_root_depth3_coverage_forced_v1,0,output_layer_mismatch,0,0,1,4,4,0,0,1,0,3,,3,1,1,0,0,absent_from_tree
openai/gsm8k,23,4,openai_gsm8k_42,strict_f3_exhaustive_depth2_probe,strict_f3_exhaustive_depth2_probe,0,output_layer_mismatch,0,0,1,2,2,0,0,0,0,2,2,2,1,1,0,0,absent_from_tree
openai/gsm8k,23,4,openai_gsm8k_42,strict_f3_exhaustive_depth3_probe,strict_f3_exhaustive_depth3_probe,0,output_layer_mismatch,0,0,1,4,4,0,0,1,0,3,,1,1,1,0,0,absent_from_tree
openai/gsm8k,23,4,openai_gsm8k_43,strict_f3,broad_diversity_aggregation_strong_v1_anti_collapse_answer_group_refinement_repeat_expansion_fine_incumbent_guard_tuned_v1_hard_early_root_depth3_coverage_forced_v1,0,output_layer_mismatch,0,0,1,4,4,0,0,1,0,3,,2,1,1,0,0,absent_from_tree
openai/gsm8k,23,4,openai_gsm8k_43,strict_f3_exhaustive_depth2_probe,strict_f3_exhaustive_depth2_probe,0,output_layer_mismatch,0,0,1,4,4,0,0,0,0,2,4,1,1,1,0,0,absent_from_tree
openai/gsm8k,23,4,openai_gsm8k_43,strict_f3_exhaustive_depth3_probe,strict_f3_exhaustive_depth3_probe,0,output_layer_mismatch,0,0,1,4,4,0,0,1,0,3,,2,1,1,0,0,absent_from_tree
openai/gsm8k,23,4,openai_gsm8k_48,strict_f3,broad_diversity_aggregation_strong_v1_anti_collapse_answer_group_refinement_repeat_expansion_fine_incumbent_guard_tuned_v1_hard_early_root_depth3_coverage_forced_v1,0,output_layer_mismatch,0,0,1,4,4,0,0,1,0,3,,2,1,1,0,0,absent_from_tree
openai/gsm8k,23,4,openai_gsm8k_48,strict_f3_exhaustive_depth2_probe,strict_f3_exhaustive_depth2_probe,0,output_layer_mismatch,0,0,1,2,2,0,0,0,0,2,2,2,1,1,0,0,absent_from_tree
openai/gsm8k,23,4,openai_gsm8k_48,strict_f3_exhaustive_depth3_probe,strict_f3_exhaustive_depth3_probe,0,output_layer_mismatch,0,0,1,4,4,0,0,1,0,3,,3,1,1,0,0,absent_from_tree
openai/gsm8k,23,4,openai_gsm8k_63,strict_f3,broad_diversity_aggregation_strong_v1_anti_collapse_answer_group_refinement_repeat_expansion_fine_incumbent_guard_tuned_v1_hard_early_root_depth3_coverage_forced_v1,0,output_layer_mismatch,0,0,1,4,4,0,0,1,0,3,,2,1,1,0,0,absent_from_tree
openai/gsm8k,23,4,openai_gsm8k_63,strict_f3_exhaustive_depth2_probe,strict_f3_exhaustive_depth2_probe,0,output_layer_mismatch,0,0,1,2,2,0,0,0,0,2,2,1,1,1,0,0,absent_from_tree
openai/gsm8k,23,4,openai_gsm8k_63,strict_f3_exhaustive_depth3_probe,strict_f3_exhaustive_depth3_probe,0,absent_from_tree,1,0,0,4,4,0,0,1,0,3,,,0,0,0,0,absent_from_tree
openai/gsm8k,23,4,openai_gsm8k_66,strict_f3,broad_diversity_aggregation_strong_v1_anti_collapse_answer_group_refinement_repeat_expansion_fine_incumbent_guard_tuned_v1_hard_early_root_depth3_coverage_forced_v1,0,absent_from_tree,1,0,0,4,4,0,0,1,0,3,,,0,0,0,0,absent_from_tree
openai/gsm8k,23,4,openai_gsm8k_66,strict_f3_exhaustive_depth2_probe,strict_f3_exhaustive_depth2_probe,0,output_layer_mismatch,0,0,1,4,4,0,0,1,0,2,,2,1,1,0,0,absent_from_tree
openai/gsm8k,23,4,openai_gsm8k_66,strict_f3_exhaustive_depth3_probe,strict_f3_exhaustive_depth3_probe,0,output_layer_mismatch,0,0,1,4,4,0,0,1,0,3,,3,1,1,0,0,absent_from_tree
openai/gsm8k,23,4,openai_gsm8k_77,strict_f3,broad_diversity_aggregation_strong_v1_anti_collapse_answer_group_refinement_repeat_expansion_fine_incumbent_guard_tuned_v1_hard_early_root_depth3_coverage_forced_v1,0,absent_from_tree,1,0,0,4,4,0,0,1,0,3,,,0,0,0,0,absent_from_tree
openai/gsm8k,23,4,openai_gsm8k_77,strict_f3_exhaustive_depth2_probe,strict_f3_exhaustive_depth2_probe,0,absent_from_tree,1,0,0,4,4,0,0,0,1,2,,,0,0,0,0,absent_from_tree
openai/gsm8k,23,4,openai_gsm8k_77,strict_f3_exhaustive_depth3_probe,strict_f3_exhaustive_depth3_probe,0,absent_from_tree,1,0,0,4,4,0,0,1,0,3,,,0,0,0,0,absent_from_tree
openai/gsm8k,23,4,openai_gsm8k_90,strict_f3,broad_diversity_aggregation_strong_v1_anti_collapse_answer_group_refinement_repeat_expansion_fine_incumbent_guard_tuned_v1_hard_early_root_depth3_coverage_forced_v1,0,absent_from_tree,1,0,0,4,4,0,0,1,0,3,,,0,0,0,0,absent_from_tree
openai/gsm8k,23,4,openai_gsm8k_90,strict_f3_exhaustive_depth2_probe,strict_f3_exhaustive_depth2_probe,0,absent_from_tree,1,0,0,4,4,0,0,0,1,2,,,0,0,0,0,absent_from_tree
openai/gsm8k,23,4,openai_gsm8k_90,strict_f3_exhaustive_depth3_probe,strict_f3_exhaustive_depth3_probe,0,absent_from_tree,1,0,0,4,4,0,0,1,0,3,,,0,0,0,0,absent_from_tree
openai/gsm8k,23,4,openai_gsm8k_91,strict_f3,broad_diversity_aggregation_strong_v1_anti_collapse_answer_group_refinement_repeat_expansion_fine_incumbent_guard_tuned_v1_hard_early_root_depth3_coverage_forced_v1,0,output_layer_mismatch,0,0,1,4,4,0,0,1,0,3,,4,1,1,0,0,absent_from_tree
openai/gsm8k,23,4,openai_gsm8k_91,strict_f3_exhaustive_depth2_probe,strict_f3_exhaustive_depth2_probe,0,absent_from_tree,1,0,0,2,2,0,0,0,0,2,2,,0,0,0,0,absent_from_tree
openai/gsm8k,23,4,openai_gsm8k_91,strict_f3_exhaustive_depth3_probe,strict_f3_exhaustive_depth3_probe,0,absent_from_tree,1,0,0,4,4,0,0,1,0,3,,,0,0,0,0,absent_from_tree
openai/gsm8k,23,4,openai_gsm8k_95,strict_f3,broad_diversity_aggregation_strong_v1_anti_collapse_answer_group_refinement_repeat_expansion_fine_incumbent_guard_tuned_v1_hard_early_root_depth3_coverage_forced_v1,0,output_layer_mismatch,0,0,1,4,4,0,0,1,0,3,,2,1,1,0,0,absent_from_tree
openai/gsm8k,23,4,openai_gsm8k_95,strict_f3_exhaustive_depth2_probe,strict_f3_exhaustive_depth2_probe,0,output_layer_mismatch,0,0,1,4,4,0,0,0,1,2,,1,1,1,0,0,absent_from_tree
openai/gsm8k,23,4,openai_gsm8k_95,strict_f3_exhaustive_depth3_probe,strict_f3_exhaustive_depth3_probe,0,output_layer_mismatch,0,0,1,4,4,0,0,1,0,3,,4,1,1,0,0,absent_from_tree
openai/gsm8k,23,4,openai_gsm8k_99,strict_f3,broad_diversity_aggregation_strong_v1_anti_collapse_answer_group_refinement_repeat_expansion_fine_incumbent_guard_tuned_v1_hard_early_root_depth3_coverage_forced_v1,0,absent_from_tree,1,0,0,4,4,0,1,1,0,3,,,0,0,0,0,absent_from_tree
openai/gsm8k,23,4,openai_gsm8k_99,strict_f3_exhaustive_depth2_probe,strict_f3_exhaustive_depth2_probe,0,absent_from_tree,1,0,0,4,4,0,1,1,0,2,,,0,0,0,0,absent_from_tree
openai/gsm8k,23,4,openai_gsm8k_99,strict_f3_exhaustive_depth3_probe,strict_f3_exhaustive_depth3_probe,0,absent_from_tree,1,0,0,4,4,0,0,1,0,3,,,0,0,0,0,absent_from_tree
openai/gsm8k,23,6,openai_gsm8k_10,strict_f3,broad_diversity_aggregation_strong_v1_anti_collapse_answer_group_refinement_repeat_expansion_fine_incumbent_guard_tuned_v1_hard_early_root_depth3_coverage_forced_v1,0,absent_from_tree,1,0,0,6,5,1,0,1,0,3,,,0,0,0,0,present_not_selected
openai/gsm8k,23,6,openai_gsm8k_10,strict_f3_exhaustive_depth2_probe,strict_f3_exhaustive_depth2_probe,0,output_layer_mismatch,0,0,1,6,4,2,0,1,0,2,,2,1,1,0,0,present_not_selected
openai/gsm8k,23,6,openai_gsm8k_10,strict_f3_exhaustive_depth3_probe,strict_f3_exhaustive_depth3_probe,0,output_layer_mismatch,0,0,1,6,6,0,0,0,0,3,6,6,1,1,0,0,present_not_selected
